fir_number,district,police_station,crime_type,crime_category,severity,latitude,longitude,h3_r7,h3_r8,h3_r9,occurred_at,reported_at,hour,day_of_week,modus_operandi,description,status,victim_count,accused_count,property_value_inr,weapon_used,source
FIRNEW-2025-990154,Udupi,Udupi Lake PS,Chain Snatching,Property,3,13.333163,74.712086,87601e81cffffff,88601e81c3fffff,89601e81c2fffff,2026-06-09T19:29:00,2026-06-10T08:04:00,19,1,"approached from behind, necklace grabbed, near market crowd","On the date of incident, approached from behind, necklace grabbed, near market crowd. Reported at Udupi.",Open,1,5,17000.0,,demo-synthetic
FIRNEW-2026-990155,Bagalkote,Bagalkote East PS,Assault,Violent,3,16.115055,75.726753,8760ae333ffffff,8860ae3335fffff,8960ae3334fffff,2026-06-13T05:28:00,2026-06-15T06:04:00,5,5,"old enmity, hit with blunt object, group attack","Investigation reveals that old enmity, hit with blunt object, group attack. Reported at Bagalkote.",Open,1,4,,Wooden stick,demo-synthetic
FIRNEW-2023-990156,Bengaluru City,Shivamogga North PS,Cheating / Fraud,Economic,2,12.986439,77.695084,8761892e0ffffff,8861892e09fffff,8961892e083ffff,2026-06-11T06:20:00,2026-06-11T12:48:00,6,3,"posed as bank official, cheque dishonoured, shell company used","Complainant reports that posed as bank official, cheque dishonoured, shell company used. Reported at Shivamogga.",Open,1,4,1182100.0,,demo-synthetic
FIRNEW-2024-990157,Bengaluru City,Bengaluru Market PS,Phishing / OTP Fraud,Cybercrime,3,12.972541,77.614675,87618925affffff,88618925a5fffff,89618925a5bffff,2026-06-02T10:45:00,2026-06-02T17:17:00,10,1,"OTP obtained on pretext of reward, wallet balance transferred, multiple small debits","As per the FIR, OTP obtained on pretext of reward, wallet balance transferred, multiple small debits. Reported at Bengaluru City.",Open,1,1,215700.0,,demo-synthetic
FIRNEW-2025-990158,Bengaluru City,Bengaluru City PS,Online Financial Fraud,Cybercrime,2,12.989241,77.629741,8761892e8ffffff,8861892e8bfffff,8961892e8abffff,2026-06-11T05:02:00,2026-06-11T17:47:00,5,3,"fake KYC update message, amount debited via UPI, spoofed bank SMS","Investigation reveals that fake KYC update message, amount debited via UPI, spoofed bank SMS. Reported at Bengaluru City.",Open,1,1,361900.0,,demo-synthetic
FIRNEW-2026-990159,Mysuru,Chamarajanagar Market PS,Burglary,Property,3,12.304356,76.654922,876015d9dffffff,886015d9d5fffff,896015d9d4bffff,2026-06-08T09:23:00,2026-06-08T18:12:00,9,0,"duplicate key used, almirah emptied, night-time entry","As per the FIR, duplicate key used, almirah emptied, night-time entry. Reported at Chamarajanagar.",Open,2,6,270300.0,,demo-synthetic
FIRNEW-2023-990160,Bengaluru City,Bengaluru Market PS,House Theft,Property,3,12.99615,77.587385,8760145b6ffffff,8860145b6bfffff,8960145b6afffff,2026-06-06T20:50:00,2026-06-07T21:31:00,20,5,"false ceiling crawled, cash from drawer taken, no forced entry","As per the FIR, false ceiling crawled, cash from drawer taken, no forced entry. Reported at Bengaluru City.",Open,1,5,171900.0,,demo-synthetic
FIRNEW-2024-990161,Bengaluru Rural,Bengaluru West PS,Assault,Violent,4,13.172374,77.594884,876016973ffffff,8860169735fffff,89601697343ffff,2026-06-06T21:35:00,2026-06-07T21:59:00,21,5,"argument over money, stabbed during scuffle, near liquor shop","As per the FIR, argument over money, stabbed during scuffle, near liquor shop. Reported at Bengaluru Rural.",Open,1,1,,Knife,demo-synthetic
FIRNEW-2025-990162,Bengaluru City,Hassan Rural PS,Assault,Violent,4,12.997534,77.702317,8761892e6ffffff,8861892e63fffff,8961892e637ffff,2026-06-05T22:21:00,2026-06-06T02:40:00,22,4,"old enmity, hit with blunt object, near liquor shop","On the date of incident, old enmity, hit with blunt object, near liquor shop. Reported at Hassan.",Open,1,1,,Machete,demo-synthetic
FIRNEW-2026-990163,Bengaluru City,Bengaluru Cantonment PS,Phishing / OTP Fraud,Cybercrime,3,12.944841,77.546054,8760145a0ffffff,8860145a05fffff,8960145a057ffff,2026-06-11T22:42:00,2026-06-13T22:50:00,22,3,"OTP obtained on pretext of reward, bank account drained, multiple small debits","Investigation reveals that OTP obtained on pretext of reward, bank account drained, multiple small debits. Reported at Bengaluru City.",Open,1,1,46500.0,,demo-synthetic
FIRNEW-2023-990164,Bengaluru Rural,Bengaluru Nagar PS,Assault,Violent,2,13.215254,77.558917,876016953ffffff,8860169531fffff,89601695317ffff,2026-06-10T06:19:00,2026-06-10T18:43:00,6,2,"argument over money, stabbed during scuffle, near liquor shop","As per the FIR, argument over money, stabbed during scuffle, near liquor shop. Reported at Bengaluru Rural.",Open,1,1,,Wooden stick,demo-synthetic
FIRNEW-2024-990165,Mysuru,Bengaluru Town PS,Assault,Violent,3,12.303659,76.640405,876015d99ffffff,886015d999fffff,896015d999bffff,2026-06-11T08:42:00,2026-06-12T09:40:00,8,3,"sudden quarrel escalated, victim beaten with sticks, group attack","Complainant reports that sudden quarrel escalated, victim beaten with sticks, group attack. Reported at Bengaluru City.",Open,1,1,,Knife,demo-synthetic
FIRNEW-2025-990166,Bengaluru City,Bengaluru City PS,Phishing / OTP Fraud,Cybercrime,3,12.936129,77.607308,876189258ffffff,8861892589fffff,8961892588bffff,2026-06-09T02:41:00,2026-06-14T03:08:00,2,1,"fake lottery message, wallet balance transferred, multiple small debits","Complainant reports that fake lottery message, wallet balance transferred, multiple small debits. Reported at Bengaluru City.",Open,1,1,222100.0,,demo-synthetic
FIRNEW-2026-990167,Gadag,Gadag Market PS,Vehicle Theft,Property,2,15.426603,75.62218,8760ac71bffffff,8860ac71bbfffff,8960ac71ba7ffff,2026-06-09T01:19:00,2026-06-09T03:32:00,1,1,"master key used, car taken from parking lot, number plate swapped","On the date of incident, master key used, car taken from parking lot, number plate swapped. Reported at Gadag.",Open,2,1,472200.0,,demo-synthetic
FIRNEW-2023-990168,Bengaluru City,Hubballi-Dharwad Nagar PS,Assault,Violent,3,12.991499,77.701391,8761892e0ffffff,8861892e0dfffff,8961892e0d3ffff,2026-06-06T19:12:00,2026-06-06T20:30:00,19,5,"argument over money, victim beaten with sticks, near liquor shop","Investigation reveals that argument over money, victim beaten with sticks, near liquor shop. Reported at Hubballi-Dharwad.",Open,2,1,,Sickle,demo-synthetic
FIRNEW-2024-990169,Belagavi,Belagavi City PS,Molestation,Crime Against Women,3,15.874158,74.55112,8760a82adffffff,8860a821e5fffff,8960a821e4bffff,2026-06-13T07:32:00,2026-06-15T08:06:00,7,5,"followed victim, blocked path, workplace incident","On the date of incident, followed victim, blocked path, workplace incident. Reported at Belagavi.",Open,2,4,,,demo-synthetic
FIRNEW-2025-990170,Hubballi-Dharwad,Hubballi-Dharwad Lake PS,Burglary,Property,4,15.385214,75.095474,8760a895affffff,8860a895a7fffff,8960a895a77ffff,2026-06-12T05:42:00,2026-06-12T10:38:00,5,4,"back door pried open, cash and gold stolen, occupants away on travel","On the date of incident, back door pried open, cash and gold stolen, occupants away on travel. Reported at Hubballi-Dharwad.",Open,1,6,413300.0,,demo-synthetic
FIRNEW-2026-990171,Mysuru,Bengaluru City PS,Excise / Illicit Liquor,Narcotics,3,12.305074,76.654081,876015d9dffffff,886015d9d5fffff,896015d9d4fffff,2026-06-13T10:38:00,2026-06-15T11:22:00,10,5,"raid on illegal unit, ID liquor cartons recovered, smuggled across border","As per the FIR, raid on illegal unit, ID liquor cartons recovered, smuggled across border. Reported at Bengaluru City.",Open,4,1,,,demo-synthetic
FIRNEW-2023-990172,Bengaluru City,Bengaluru East PS,House Theft,Property,3,12.97562,77.591187,8760145b4ffffff,8860145b41fffff,8960145b417ffff,2026-06-13T22:46:00,2026-06-14T06:48:00,22,5,"false ceiling crawled, ornaments stolen, no forced entry","Investigation reveals that false ceiling crawled, ornaments stolen, no forced entry. Reported at Bengaluru City.",Open,1,1,111600.0,,demo-synthetic
FIRNEW-2024-990173,Bengaluru City,Bengaluru West PS,Online Financial Fraud,Cybercrime,2,12.973737,77.648088,8761892ecffffff,8861892ecbfffff,8961892ec17ffff,2026-06-07T11:43:00,2026-06-12T11:58:00,11,6,"UPI collect request, OTP shared by victim, withdrawn from distant ATM","On the date of incident, UPI collect request, OTP shared by victim, withdrawn from distant ATM. Reported at Bengaluru City.",Open,1,4,524400.0,,demo-synthetic
FIRNEW-2025-990174,Bengaluru City,Bengaluru Nagar PS,Excise / Illicit Liquor,Narcotics,3,12.99105,77.693242,8761892e0ffffff,8861892e01fffff,8961892e013ffff,2026-06-08T15:48:00,2026-06-09T04:03:00,15,0,"raid on illegal unit, ID liquor cartons recovered, smuggled across border","Complainant reports that raid on illegal unit, ID liquor cartons recovered, smuggled across border. Reported at Bengaluru Rural.",Open,1,1,,,demo-synthetic
FIRNEW-2026-990175,Chamarajanagar,Chamarajanagar Nagar PS,Burglary,Property,3,11.892933,76.949362,8760337b0ffffff,8860337b47fffff,8960337b46fffff,2026-06-05T19:57:00,2026-06-07T20:09:00,19,4,"ventilator forced, cash and gold stolen, night-time entry","The victim states that ventilator forced, cash and gold stolen, night-time entry. Reported at Chamarajanagar.",Open,4,1,,,demo-synthetic
FIRNEW-2023-990176,Bengaluru City,Bengaluru Rural PS,Drug Possession (NDPS),Narcotics,3,12.986957,77.584217,8760145b4ffffff,8860145b47fffff,8960145b46fffff,2026-06-06T20:29:00,2026-06-08T20:47:00,20,5,"intercepted at checkpost, ganja seized, peddler network","On the date of incident, intercepted at checkpost, ganja seized, peddler network. Reported at Bengaluru City.",Open,4,1,,,demo-synthetic
FIRNEW-2024-990177,Mysuru,Bengaluru Lake PS,Assault,Violent,4,12.310867,76.643794,876015d99ffffff,886015d99dfffff,896015d99c3ffff,2026-06-13T02:10:00,2026-06-13T05:05:00,2,5,"argument over money, victim beaten with sticks, alcohol involved","Complainant reports that argument over money, victim beaten with sticks, alcohol involved. Reported at Bengaluru City.",Open,1,1,,Machete,demo-synthetic
FIRNEW-2025-990178,Udupi,Udupi West PS,Vehicle Theft,Property,4,13.337004,74.750274,87601e811ffffff,88601e811dfffff,89601e811d7ffff,2026-06-05T03:55:00,2026-06-05T08:30:00,3,4,"ignition hot-wired, vehicle parts stripped, number plate swapped","Complainant reports that ignition hot-wired, vehicle parts stripped, number plate swapped. Reported at Udupi.",Open,1,3,101900.0,,demo-synthetic
FIRNEW-2026-990179,Bengaluru City,Bengaluru West PS,Assault,Violent,2,13.004275,77.549276,8760145b3ffffff,8860145b33fffff,8960145b337ffff,2026-06-02T07:18:00,2026-06-02T09:06:00,7,1,"old enmity, victim beaten with sticks, alcohol involved","The victim states that old enmity, victim beaten with sticks, alcohol involved. Reported at Bengaluru City.",Open,1,1,,Sickle,demo-synthetic
FIRNEW-2023-990180,Bengaluru City,Mandya Town PS,Domestic Violence,Crime Against Women,4,12.993438,77.697118,8761892e0ffffff,8861892e0dfffff,8961892e0c7ffff,2026-06-03T14:28:00,2026-06-03T22:33:00,14,2,"frequent quarrels, thrown out of house, repeated incidents","The victim states that frequent quarrels, thrown out of house, repeated incidents. Reported at Mandya.",Open,1,4,,,demo-synthetic
FIRNEW-2024-990181,Bengaluru City,Bengaluru West PS,Phishing / OTP Fraud,Cybercrime,3,12.97468,77.625945,8761892edffffff,8861892ed7fffff,8961892ed73ffff,2026-06-04T14:56:00,2026-06-05T15:55:00,14,3,"SIM swap executed, card not present transaction, multiple small debits","As per the FIR, SIM swap executed, card not present transaction, multiple small debits. Reported at Bengaluru City.",Open,1,1,132300.0,,demo-synthetic
FIRNEW-2025-990182,Bengaluru City,Bengaluru Cantonment PS,Burglary,Property,2,12.95758,77.559187,8760145a6ffffff,8860145a67fffff,8960145a66fffff,2026-06-01T02:32:00,2026-06-01T06:47:00,2,0,"back door pried open, jewellery taken, guard dog poisoned","The victim states that back door pried open, jewellery taken, guard dog poisoned. Reported at Bengaluru City.",Open,1,1,260000.0,,demo-synthetic
FIRNEW-2026-990183,Mysuru,Bengaluru Rural PS,Missing Person,Missing,1,12.307898,76.656324,876015d98ffffff,886015d989fffff,896015d9887ffff,2026-06-07T08:23:00,2026-06-08T09:16:00,8,6,"last seen near bus stand, no contact since, depression suspected","Investigation reveals that last seen near bus stand, no contact since, depression suspected. Reported at Bengaluru City.",Open,4,1,,,demo-synthetic
FIRNEW-2023-990184,Kalaburagi,Kalaburagi Industrial Area PS,Burglary,Property,4,17.324606,76.882718,876084a53ffffff,886084a537fffff,896084a5363ffff,2026-06-12T22:08:00,2026-06-12T23:26:00,22,4,"grille cut open, electronics removed, CCTV wires cut","The victim states that grille cut open, electronics removed, CCTV wires cut. Reported at Kalaburagi.",Open,3,6,575400.0,,demo-synthetic
FIRNEW-2024-990185,Bengaluru City,Bengaluru Market PS,Excise / Illicit Liquor,Narcotics,1,12.947563,77.558664,8760145a6ffffff,8860145a63fffff,8960145a633ffff,2026-06-08T10:48:00,2026-06-09T11:18:00,10,0,"vehicle intercepted, ID liquor cartons recovered, unit destroyed","The victim states that vehicle intercepted, ID liquor cartons recovered, unit destroyed. Reported at Bengaluru City.",Open,1,2,,,demo-synthetic
FIRNEW-2025-990186,Bengaluru City,Bengaluru Cantonment PS,Molestation,Crime Against Women,3,12.994478,77.700536,8761892e0ffffff,8861892e0dfffff,8961892e0c3ffff,2026-06-08T06:57:00,2026-06-10T07:06:00,6,0,"accosted on road, blocked path, workplace incident","On the date of incident, accosted on road, blocked path, workplace incident. Reported at Bengaluru Rural.",Open,1,1,,,demo-synthetic
FIRNEW-2026-990187,Mysuru,Mysuru City PS,Online Financial Fraud,Cybercrime,3,12.296896,76.659623,876015d9dffffff,886015d9ddfffff,896015d9dcbffff,2026-06-09T23:38:00,2026-06-13T00:05:00,23,1,"fake KYC update message, amount debited via UPI, victim contacted on WhatsApp","On the date of incident, fake KYC update message, amount debited via UPI, victim contacted on WhatsApp. Reported at Mysuru.",Open,1,3,43800.0,,demo-synthetic
FIRNEW-2023-990188,Bengaluru City,Bengaluru Market PS,House Theft,Property,2,12.992074,77.606357,8761892e9ffffff,8861892e97fffff,8961892e963ffff,2026-06-02T11:19:00,2026-06-02T12:22:00,11,1,"unlocked door entered, ornaments stolen, no forced entry","The victim states that unlocked door entered, ornaments stolen, no forced entry. Reported at Bengaluru City.",Open,3,1,212100.0,,demo-synthetic
FIRNEW-2024-990189,Mysuru,Bengaluru Industrial Area PS,Assault,Violent,3,12.315524,76.658962,876015d98ffffff,886015d981fffff,896015d9813ffff,2026-06-04T03:04:00,2026-06-04T15:38:00,3,3,"sudden quarrel escalated, hit with blunt object, alcohol involved","Complainant reports that sudden quarrel escalated, hit with blunt object, alcohol involved. Reported at Bengaluru City.",Open,1,1,,Acid,demo-synthetic
FIRNEW-2025-990190,Koppal,Koppal Cantonment PS,Dowry Harassment,Crime Against Women,3,15.367611,76.173872,8760a1269ffffff,8860a1269bfffff,8960a1269abffff,2026-06-01T22:36:00,2026-06-02T01:21:00,22,0,"pressure for cash and gold, confined to room, family approached police","On the date of incident, pressure for cash and gold, confined to room, family approached police. Reported at Koppal.",Open,1,1,,,demo-synthetic
FIRNEW-2026-990191,Hubballi-Dharwad,Hubballi-Dharwad Lake PS,Molestation,Crime Against Women,2,15.412419,75.130018,8760a8828ffffff,8860a8828dfffff,8960a8828cfffff,2026-06-03T17:27:00,2026-06-03T19:06:00,17,2,"accosted on road, verbal abuse, workplace incident","Investigation reveals that accosted on road, verbal abuse, workplace incident. Reported at Hubballi-Dharwad.",Open,1,2,,,demo-synthetic
FIRNEW-2023-990192,Bengaluru City,Davanagere Nagar PS,Dowry Harassment,Crime Against Women,3,12.984704,77.702398,8761892e4ffffff,8861892e47fffff,8961892e467ffff,2026-06-06T13:36:00,2026-06-06T15:09:00,13,5,"taunts by in-laws, confined to room, marriage two years ago","Investigation reveals that taunts by in-laws, confined to room, marriage two years ago. Reported at Davanagere.",Open,1,1,,,demo-synthetic
FIRNEW-2024-990193,Chamarajanagar,Chamarajanagar Lake PS,Cheating / Fraud,Economic,3,11.953541,76.934707,876033796ffffff,8860337969fffff,8960337968fffff,2026-06-06T02:33:00,2026-06-09T03:05:00,2,5,"forged documents used, deposits collected and absconded, shell company used","On the date of incident, forged documents used, deposits collected and absconded, shell company used. Reported at Chamarajanagar.",Open,4,1,2711100.0,,demo-synthetic
FIRNEW-2025-990194,Bagalkote,Bagalkote Town PS,Rioting,Violent,3,16.164856,75.663676,8760ae31affffff,8860ae31adfffff,8960ae31acfffff,2026-06-13T04:24:00,2026-06-15T04:54:00,4,5,"mob gathered, vehicles set ablaze, curfew imposed","The victim states that mob gathered, vehicles set ablaze, curfew imposed. Reported at Bagalkote.",Open,1,4,,Acid,demo-synthetic
FIRNEW-2026-990195,Mysuru,Dakshina Cantonment PS,Molestation,Crime Against Women,1,12.307179,76.652905,876015d98ffffff,886015d98bfffff,896015d98b3ffff,2026-06-01T19:23:00,2026-06-03T19:27:00,19,0,"accosted on road, blocked path, workplace incident","On the date of incident, accosted on road, blocked path, workplace incident. Reported at Dakshina Kannada.",Open,1,1,,,demo-synthetic
FIRNEW-2023-990196,Bengaluru City,Bengaluru South PS,Rioting,Violent,3,12.96388,77.554471,8760145a2ffffff,8860145a2dfffff,8960145a2c7ffff,2026-06-06T21:49:00,2026-06-07T10:36:00,21,5,"two groups clashed, shops vandalised, communal tension","On the date of incident, two groups clashed, shops vandalised, communal tension. Reported at Bengaluru City.",Open,1,6,,Sickle,demo-synthetic
FIRNEW-2024-990197,Hubballi-Dharwad,Hubballi-Dharwad West PS,Vehicle Theft,Property,4,15.343676,75.136824,8760a8951ffffff,8860a89519fffff,8960a895183ffff,2026-06-13T20:22:00,2026-06-14T08:43:00,20,5,"ignition hot-wired, vehicle parts stripped, near railway station","The victim states that ignition hot-wired, vehicle parts stripped, near railway station. Reported at Hubballi-Dharwad.",Open,4,4,195700.0,,demo-synthetic
FIRNEW-2025-990198,Bengaluru City,Bengaluru South PS,Chain Snatching,Property,3,12.992118,77.693204,8761892e0ffffff,8861892e01fffff,8961892e013ffff,2026-06-11T08:53:00,2026-06-12T09:23:00,8,3,"approached from behind, necklace grabbed, near market crowd","The victim states that approached from behind, necklace grabbed, near market crowd. Reported at Bengaluru Rural.",Open,1,1,,,demo-synthetic
FIRNEW-2026-990199,Bengaluru City,Bengaluru Lake PS,Chain Snatching,Property,3,12.992344,77.622171,8761892e8ffffff,8861892e83fffff,8961892e827ffff,2026-06-11T08:51:00,2026-06-11T10:55:00,8,3,"pillion rider snatched, gold chain snatched, victim walking alone","Complainant reports that pillion rider snatched, gold chain snatched, victim walking alone. Reported at Bengaluru City.",Open,3,1,,,demo-synthetic
FIRNEW-2023-990200,Mandya,Mandya Rural PS,Cheating / Fraud,Economic,3,12.510882,76.894421,876014315ffffff,8860143155fffff,8960143155bffff,2026-06-12T14:02:00,2026-06-13T14:14:00,14,4,"fake investment scheme, amount transferred to mule account, multiple victims targeted","On the date of incident, fake investment scheme, amount transferred to mule account, multiple victims targeted. Reported at Mandya.",Open,1,1,2346700.0,,demo-synthetic
FIRNEW-2024-990201,Mysuru,Mysuru West PS,Vehicle Theft,Property,2,12.312699,76.649553,876015d98ffffff,886015d98bfffff,896015d98afffff,2026-06-01T05:20:00,2026-06-03T05:54:00,5,0,"ignition hot-wired, vehicle parts stripped, outside shopping mall","The victim states that ignition hot-wired, vehicle parts stripped, outside shopping mall. Reported at Mysuru.",Open,3,1,540000.0,,demo-synthetic
FIRNEW-2025-990202,Bengaluru City,Bengaluru Lake PS,Vehicle Theft,Property,3,12.954108,77.580603,87618925bffffff,88618925b3fffff,89618925b33ffff,2026-06-08T23:18:00,2026-06-09T04:13:00,23,0,"duplicate key used, car taken from parking lot, from apartment basement","On the date of incident, duplicate key used, car taken from parking lot, from apartment basement. Reported at Bengaluru City.",Open,1,5,238200.0,,demo-synthetic
FIRNEW-2026-990203,Chikkaballapura,Chikkaballapura North PS,Online Financial Fraud,Cybercrime,4,13.400405,77.787723,8761896c9ffffff,8861896c93fffff,8961896c937ffff,2026-06-13T01:55:00,2026-06-18T02:16:00,1,5,"fake customer-care number, card details captured, victim contacted on WhatsApp","Complainant reports that fake customer-care number, card details captured, victim contacted on WhatsApp. Reported at Chikkaballapura.",Open,1,1,165200.0,,demo-synthetic
FIRNEW-2023-990204,Bengaluru City,Bengaluru Cantonment PS,Vehicle Theft,Property,2,12.997437,77.693423,8761892e0ffffff,8861892e05fffff,8961892e00bffff,2026-06-05T01:27:00,2026-06-05T09:48:00,1,4,"master key used, two-wheeler driven away, number plate swapped","On the date of incident, master key used, two-wheeler driven away, number plate swapped. Reported at Bengaluru City.",Open,1,3,115100.0,,demo-synthetic
FIRNEW-2024-990205,Koppal,Koppal Lake PS,Dowry Harassment,Crime Against Women,3,15.363385,76.146809,8760ac534ffffff,8860ac5343fffff,8960ac5342fffff,2026-06-03T21:44:00,2026-06-04T06:07:00,21,2,"demand for additional dowry, confined to room, mediation failed","Complainant reports that demand for additional dowry, confined to room, mediation failed. Reported at Koppal.",Open,1,3,,,demo-synthetic
FIRNEW-2025-990206,Uttara Kannada,Uttara East PS,Phishing / OTP Fraud,Cybercrime,3,14.791913,74.694528,8760ad01bffffff,8860ad01bbfffff,8960ad01ba7ffff,2026-06-13T16:17:00,2026-06-20T16:22:00,16,5,"OTP obtained on pretext of reward, bank account drained, multiple small debits","On the date of incident, OTP obtained on pretext of reward, bank account drained, multiple small debits. Reported at Uttara Kannada.",Open,1,2,215000.0,,demo-synthetic
FIRNEW-2026-990207,Mysuru,Chikkaballapura East PS,Burglary,Property,3,12.310353,76.651903,876015d98ffffff,886015d98bfffff,896015d98a3ffff,2026-06-12T02:38:00,2026-06-12T06:58:00,2,4,"grille cut open, cash and gold stolen, guard dog poisoned","Investigation reveals that grille cut open, cash and gold stolen, guard dog poisoned. Reported at Chikkaballapura.",Open,1,4,524000.0,,demo-synthetic
FIRNEW-2023-990208,Bengaluru City,Bengaluru City PS,Assault,Violent,3,12.976381,77.607572,8761892e9ffffff,8861892e9bfffff,8961892e9b7ffff,2026-06-02T00:19:00,2026-06-02T08:57:00,0,1,"sudden quarrel escalated, hit with blunt object, near liquor shop","On the date of incident, sudden quarrel escalated, hit with blunt object, near liquor shop. Reported at Bengaluru City.",Open,1,1,,Machete,demo-synthetic
FIRNEW-2024-990209,Bagalkote,Bagalkote South PS,House Theft,Property,4,16.172016,75.62202,8760ae235ffffff,8860ae2351fffff,8960ae2350bffff,2026-06-12T03:22:00,2026-06-12T11:24:00,3,4,"false ceiling crawled, ornaments stolen, daytime when house empty","Complainant reports that false ceiling crawled, ornaments stolen, daytime when house empty. Reported at Bagalkote.",Open,1,5,30400.0,,demo-synthetic
FIRNEW-2025-990210,Bengaluru City,Koppal Town PS,Assault,Violent,3,12.995106,77.698653,8761892e0ffffff,8861892e0dfffff,8961892e0cfffff,2026-06-12T15:39:00,2026-06-14T15:42:00,15,4,"sudden quarrel escalated, hit with blunt object, alcohol involved","Investigation reveals that sudden quarrel escalated, hit with blunt object, alcohol involved. Reported at Koppal.",Open,1,1,,Knife,demo-synthetic
FIRNEW-2026-990211,Mandya,Mandya North PS,Excise / Illicit Liquor,Narcotics,3,12.55236,76.911789,8760143a5ffffff,8860143a53fffff,8960143a533ffff,2026-06-02T18:23:00,2026-06-03T07:14:00,18,1,"raid on illegal unit, distillation setup found, sold without licence","The victim states that raid on illegal unit, distillation setup found, sold without licence. Reported at Mandya.",Open,1,1,,,demo-synthetic
FIRNEW-2023-990212,Koppal,Koppal North PS,Robbery,Property,4,15.322357,76.1707,8760acc98ffffff,8860acc981fffff,8960acc988fffff,2026-06-12T20:09:00,2026-06-13T02:11:00,20,4,"threatened with weapon, wallet snatched, victim assaulted","As per the FIR, threatened with weapon, wallet snatched, victim assaulted. Reported at Koppal.",Open,1,1,105100.0,Sickle,demo-synthetic
FIRNEW-2024-990213,Mysuru,Kolar Lake PS,Burglary,Property,2,12.302404,76.656345,876015d9dffffff,886015d9d5fffff,896015d9d43ffff,2026-06-03T01:23:00,2026-06-03T13:32:00,1,2,"rear window broken, electronics removed, occupants away on travel","As per the FIR, rear window broken, electronics removed, occupants away on travel. Reported at Kolar.",Open,1,1,140500.0,,demo-synthetic
FIRNEW-2025-990214,Bidar,Bidar East PS,Vehicle Theft,Property,2,17.903504,77.582613,876084523ffffff,8860845231fffff,8960845230bffff,2026-06-11T01:23:00,2026-06-11T10:11:00,1,3,"steering lock broken, two-wheeler driven away, outside shopping mall","The victim states that steering lock broken, two-wheeler driven away, outside shopping mall. Reported at Bidar.",Open,1,2,195800.0,,demo-synthetic
FIRNEW-2026-990215,Kolar,Kolar East PS,House Theft,Property,4,13.112768,78.069332,8761890deffffff,8861890de7fffff,8961890de7bffff,2026-06-02T01:25:00,2026-06-02T06:06:00,1,1,"false ceiling crawled, ornaments stolen, domestic help suspected","As per the FIR, false ceiling crawled, ornaments stolen, domestic help suspected. Reported at Kolar.",Open,3,1,575000.0,,demo-synthetic
FIRNEW-2023-990216,Bengaluru City,Bengaluru Market PS,Burglary,Property,2,12.990572,77.692845,8761892e0ffffff,8861892e01fffff,8961892e013ffff,2026-06-05T21:01:00,2026-06-06T05:59:00,21,4,"lock picked, jewellery taken, occupants away on travel","Complainant reports that lock picked, jewellery taken, occupants away on travel. Reported at Bengaluru City.",Open,1,1,257400.0,,demo-synthetic
FIRNEW-2024-990217,Bengaluru City,Bengaluru Rural PS,Robbery,Property,4,12.94691,77.613636,87618925effffff,88618925e3fffff,89618925e27ffff,2026-06-09T00:45:00,2026-06-09T06:58:00,0,1,"knife brandished, valuables looted, late night near ATM","The victim states that knife brandished, valuables looted, late night near ATM. Reported at Bengaluru City.",Open,1,1,,Sharp-edged weapon,demo-synthetic
FIRNEW-2025-990218,Mysuru,Mysuru East PS,House Theft,Property,3,12.284299,76.644935,876015d8effffff,886015d9dbfffff,896015d9db7ffff,2026-06-10T03:12:00,2026-06-10T04:20:00,3,2,"unlocked door entered, ornaments stolen, no forced entry","As per the FIR, unlocked door entered, ornaments stolen, no forced entry. Reported at Mysuru.",Open,1,5,460100.0,,demo-synthetic
FIRNEW-2026-990219,Mysuru,Kolar Cantonment PS,Domestic Violence,Crime Against Women,4,12.311564,76.648774,876015d98ffffff,886015d98bfffff,896015d98afffff,2026-06-02T20:11:00,2026-06-02T22:02:00,20,1,"dispute with in-laws, physically assaulted, complaint to women's helpline","The victim states that dispute with in-laws, physically assaulted, complaint to women's helpline. Reported at Kolar.",Open,2,2,,,demo-synthetic
FIRNEW-2023-990220,Bengaluru City,Bengaluru Market PS,Chain Snatching,Property,3,12.973623,77.587785,8760145b4ffffff,8860145b4bfffff,8960145b4abffff,2026-06-11T18:42:00,2026-06-11T23:27:00,18,3,"approached from behind, mangalsutra pulled, victim walking alone","On the date of incident, approached from behind, mangalsutra pulled, victim walking alone. Reported at Bengaluru City.",Open,5,3,51900.0,,demo-synthetic
FIRNEW-2024-990221,Mangaluru,Mangaluru East PS,Molestation,Crime Against Women,2,12.912553,74.836185,876011254ffffff,8860112549fffff,89601125487ffff,2026-06-02T17:57:00,2026-06-02T22:51:00,17,1,"outraged modesty, verbal abuse, repeat offender","Complainant reports that outraged modesty, verbal abuse, repeat offender. Reported at Mangaluru.",Open,1,1,,,demo-synthetic
FIRNEW-2025-990222,Bengaluru City,Bengaluru Industrial Area PS,Online Financial Fraud,Cybercrime,3,12.997495,77.695558,8761892e0ffffff,8861892e05fffff,8961892e057ffff,2026-06-03T22:45:00,2026-06-10T23:08:00,22,2,"phishing link sent, amount debited via UPI, victim contacted on WhatsApp","Complainant reports that phishing link sent, amount debited via UPI, victim contacted on WhatsApp. Reported at Bengaluru City.",Open,4,3,601400.0,,demo-synthetic
